"Местное время в Уфе / им. Мустая Карима (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"07.03.2022 20:00";"-13.0";"744.2";"757.7";"66";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"07.03.2022 19:30";"-14.0";"744.1";"757.7";"72";"Ветер, дующий с запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"07.03.2022 19:00";"-14.0";"744.1";"757.7";"72";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-18.0";
"07.03.2022 18:30";"-12.0";"743.5";"756.9";"67";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-17.0";
"07.03.2022 18:00";"-12.0";"743.5";"756.9";"67";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-17.0";
"07.03.2022 17:30";"-11.0";"743.5";"756.9";"67";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-16.0";
"07.03.2022 17:00";"-10.0";"742.9";"756.2";"67";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-15.0";
"07.03.2022 16:30";"-10.0";"742.9";"756.2";"62";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-16.0";
"07.03.2022 16:00";"-10.0";"742.9";"756.2";"67";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"-15.0";
"07.03.2022 15:30";"-10.0";"742.9";"756.2";"67";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-15.0";
"07.03.2022 15:00";"-10.0";"742.1";"755.4";"67";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 1050 м";"10.0 и более";"-15.0";
"07.03.2022 14:30";"-10.0";"742.1";"755.4";"67";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1050 м";"10.0 и более";"-15.0";
"07.03.2022 14:00";"-10.0";"742.1";"755.4";"67";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-15.0";
"07.03.2022 13:30";"-10.0";"742.1";"755.4";"67";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-15.0";
"07.03.2022 13:00";"-11.0";"741.2";"754.6";"73";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 12:30";"-11.0";"741.2";"754.6";"73";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 12:00";"-12.0";"741.2";"754.6";"79";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 11:30";"-12.0";"741.2";"754.6";"72";"Ветер, дующий с юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 11:00";"-12.0";"741.2";"754.6";"72";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 10:30";"-12.0";"741.2";"754.6";"72";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 10:00";"-13.0";"741.1";"754.6";"78";"Ветер, дующий с запада";"2";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 09:30";"-12.0";"740.5";"753.9";"79";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 09:00";"-12.0";"740.5";"753.9";"72";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 08:30";"-13.0";"740.5";"753.9";"78";"Ветер, дующий с запада";"2";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 08:00";"-13.0";"739.7";"753.1";"78";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 07:30";"-13.0";"739.7";"753.1";"78";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-16.0";
"07.03.2022 07:00";"-12.0";"738.9";"752.3";"79";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 06:30";"-12.0";"738.9";"752.3";"79";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-15.0";
"07.03.2022 06:00";"-12.0";"738.9";"752.3";"79";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1110 м";"10.0 и более";"-15.0";
"07.03.2022 05:30";"-11.0";"739.0";"752.3";"73";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1110 м";"10.0 и более";"-15.0";
"07.03.2022 05:00";"-12.0";"738.9";"752.3";"79";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 1110 м";"10.0 и более";"-15.0";
"07.03.2022 04:30";"-12.0";"738.9";"752.3";"79";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 1140 м";"10.0 и более";"-15.0";
"07.03.2022 04:00";"-13.0";"738.9";"752.3";"78";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-16.0";
"07.03.2022 03:30";"-13.0";"738.9";"752.3";"78";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-16.0";
"07.03.2022 03:00";"-15.0";"738.1";"751.6";"85";"Ветер, дующий с северо-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-17.0";
"07.03.2022 02:30";"-15.0";"738.1";"751.6";"85";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-17.0";
"07.03.2022 02:00";"-14.0";"738.1";"751.6";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-17.0";
"07.03.2022 01:30";"-14.0";"738.1";"751.6";"78";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-17.0";
"07.03.2022 01:00";"-14.0";"738.1";"751.6";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-17.0";
"07.03.2022 00:30";"-14.0";"737.4";"750.8";"85";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-16.0";
"07.03.2022 00:00";"-13.0";"737.4";"750.8";"78";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 810 м";"10.0 и более";"-16.0";
"06.03.2022 23:30";"-13.0";"737.4";"750.8";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 810 м";"10.0 и более";"-16.0";
"06.03.2022 23:00";"-12.0";"737.5";"750.8";"79";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 810 м";"10.0 и более";"-15.0";
"06.03.2022 22:30";"-11.0";"736.8";"750.1";"79";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-14.0";
"06.03.2022 22:00";"-10.0";"736.9";"750.1";"73";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-14.0";
"06.03.2022 21:30";"-11.0";"736.8";"750.1";"79";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-14.0";
"06.03.2022 21:00";"-11.0";"736.0";"749.3";"79";"Ветер, дующий с северо-запада";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-14.0";
"06.03.2022 20:30";"-10.0";"736.1";"749.3";"73";"Ветер, дующий с северо-запада";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-14.0";
"06.03.2022 20:00";"-9.0";"736.1";"749.3";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-13.0";
"06.03.2022 19:30";"-9.0";"735.4";"748.5";"79";"Ветер, дующий с северо-запада";"8";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-12.0";
"06.03.2022 19:00";"-8.0";"735.4";"748.5";"73";"Ветер, дующий с северо-запада";"8";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-12.0";
"06.03.2022 18:30";"-8.0";"734.7";"747.8";"73";"Ветер, дующий с северо-запада";"8";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-12.0";
"06.03.2022 18:00";"-8.0";"734.7";"747.8";"73";"Ветер, дующий с северо-запада";"9";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-12.0";
"06.03.2022 17:30";"-7.0";"734.0";"747.0";"73";"Ветер, дующий с северо-запада";"11";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"4.0";"-11.0";
"06.03.2022 17:00";"-7.0";"733.3";"746.3";"73";"Ветер, дующий с северо-запада";"9";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"4.0";"-11.0";
"06.03.2022 16:30";"-7.0";"733.3";"746.3";"73";"Ветер, дующий с северо-запада";"10";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 510 м, кучево-дождевые облака";"4.0";"-11.0";
"06.03.2022 16:00";"-7.0";"732.5";"745.5";"79";"Ветер, дующий с северо-запада";"10";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 510 м, кучево-дождевые облака";"3.0";"-10.0";
"06.03.2022 15:30";"-7.0";"732.5";"745.5";"79";"Ветер, дующий с северо-запада";"11";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 510 м, кучево-дождевые облака";"3.0";"-10.0";
"06.03.2022 15:00";"-7.0";"732.5";"745.5";"79";"Ветер, дующий с северо-запада";"10";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 510 м, кучево-дождевые облака";"2.1";"-10.0";
"06.03.2022 14:30";"-6.0";"731.8";"744.7";"74";"Ветер, дующий с северо-запада";"9";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"4.0";"-10.0";
"06.03.2022 14:00";"-6.0";"731.8";"744.7";"68";"Ветер, дующий с северо-запада";"9";"";"";"";"Разорванная (60-90%) 690 м, кучево-дождевые облака";"10.0 и более";"-11.0";
"06.03.2022 13:30";"-7.0";"731.0";"744.0";"73";"Ветер, дующий с северо-северо-запада";"11";"";"";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"-11.0";
"06.03.2022 13:00";"-7.0";"731.0";"744.0";"79";"Ветер, дующий с северо-северо-запада";"10";"";"";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"-10.0";
"06.03.2022 12:30";"-7.0";"730.2";"743.2";"86";"Ветер, дующий с северо-северо-запада";"11";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-9.0";
"06.03.2022 12:00";"-7.0";"730.2";"743.2";"93";"Ветер, дующий с северо-северо-запада";"10";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-8.0";
"06.03.2022 11:30";"-7.0";"730.2";"743.2";"93";"Ветер, дующий с северо-северо-запада";"11";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"-8.0";
"06.03.2022 11:00";"-7.0";"729.5";"742.4";"93";"Ветер, дующий с северо-северо-запада";"11";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"3.0";"-8.0";
"06.03.2022 10:30";"-6.0";"729.5";"742.4";"93";"Ветер, дующий с северо-северо-запада";"10";"";"Ливень (ливни), снег";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"1.4";"-7.0";
"06.03.2022 10:00";"-6.0";"729.0";"741.9";"93";"Ветер, дующий с северо-северо-запада";"9";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-7.0";
"06.03.2022 09:30";"-6.0";"729.0";"741.9";"93";"Ветер, дующий с северо-северо-запада";"10";"";"";"";"Разорванная (60-90%) 480 м";"10.0 и более";"-7.0";
"06.03.2022 09:00";"-6.0";"728.3";"741.2";"100";"Ветер, дующий с северо-северо-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 480 м";"4.0";"-6.0";
"06.03.2022 08:30";"-5.0";"728.4";"741.2";"93";"Ветер, дующий с северо-северо-запада";"10";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 480 м";"2.5";"-6.0";
"06.03.2022 08:00";"-4.0";"727.6";"740.4";"93";"Ветер, дующий с северо-северо-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 480 м";"3.0";"-5.0";
"06.03.2022 07:30";"-4.0";"727.6";"740.4";"93";"Ветер, дующий с северо-северо-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 480 м";"3.0";"-5.0";
"06.03.2022 07:00";"-4.0";"726.9";"739.6";"100";"Ветер, дующий с северо-северо-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"3.0";"-4.0";
"06.03.2022 06:30";"-4.0";"726.9";"739.6";"100";"Ветер, дующий с северо-северо-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 06:00";"-4.0";"726.9";"739.6";"100";"Ветер, дующий с северо-северо-запада";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 05:30";"-4.0";"726.9";"739.6";"100";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 05:00";"-3.0";"726.2";"738.9";"93";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 04:30";"-4.0";"726.2";"738.9";"100";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 04:00";"-4.0";"726.2";"738.9";"100";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 03:30";"-3.0";"725.4";"738.1";"93";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"2.5";"-4.0";
"06.03.2022 03:00";"-3.0";"725.4";"738.1";"93";"Ветер, дующий с севера";"9";"";"Снег";"";"Сплошная (100%) 300 м";"1.8";"-4.0";
"06.03.2022 02:30";"-3.0";"725.4";"738.1";"93";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 450 м";"2.1";"-4.0";
"06.03.2022 02:00";"-3.0";"725.4";"738.1";"100";"Ветер, дующий с севера";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 450 м";"3.0";"-3.0";
"06.03.2022 01:30";"-3.0";"725.4";"738.1";"100";"Ветер, дующий с севера";"8";"";"Снег";"";"Сплошная (100%) 270 м";"1.9";"-3.0";
"06.03.2022 01:00";"-2.0";"725.5";"738.1";"93";"Ветер, дующий с севера";"8";"";"Снег";"";"Сплошная (100%) 270 м";"1.2";"-3.0";
"06.03.2022 00:30";"-2.0";"724.8";"737.4";"100";"Ветер, дующий с севера";"8";"";"Снег";"";"Сплошная (100%) 270 м";"1.2";"-2.0";
"06.03.2022 00:00";"-2.0";"724.8";"737.4";"100";"Ветер, дующий с севера";"8";"";"Снег";"";"Сплошная (100%) 270 м";"1.8";"-2.0";
"05.03.2022 23:30";"-1.0";"724.8";"737.4";"100";"Ветер, дующий с севера";"7";"";"Снег";"";"Сплошная (100%) 210 м";"1.8";"-1.0";
"05.03.2022 23:00";"-1.0";"724.8";"737.4";"100";"Ветер, дующий с севера";"6";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.4";"-1.0";
"05.03.2022 22:30";"-1.0";"725.5";"738.1";"100";"Ветер, дующий с севера";"6";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.3";"-1.0";
"05.03.2022 22:00";"-1.0";"725.5";"738.1";"93";"Ветер, дующий с севера";"7";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.1";"-2.0";
"05.03.2022 21:30";"-1.0";"725.5";"738.1";"100";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"1.0";"-1.0";
"05.03.2022 21:00";"-1.0";"725.5";"738.1";"100";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.8";"-1.0";
"05.03.2022 20:30";"-1.0";"726.3";"738.9";"100";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.7";"-1.0";
"05.03.2022 20:00";"-1.0";"726.3";"738.9";"100";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.9";"-1.0";
"05.03.2022 19:30";"0.0";"726.3";"738.9";"93";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.9";"-1.0";
"05.03.2022 19:00";"0.0";"727.0";"739.6";"100";"Ветер, дующий с севера";"7";"";"Сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.8";"0.0";
"05.03.2022 18:30";"0.0";"727.0";"739.6";"93";"Ветер, дующий с севера";"6";"";"Сильный(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"0.9";"-1.0";
"05.03.2022 18:00";"0.0";"727.0";"739.6";"100";"Ветер, дующий с севера";"5";"";"Сильный(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, сильный(ая)(ые) снег";"";"Сплошная (100%) 270 м";"0.8";"0.0";
"05.03.2022 17:30";"0.0";"727.0";"739.6";"100";"Ветер, дующий с севера";"6";"";"Снег, дождь";"";"Сплошная (100%) 270 м";"1.8";"0.0";
"05.03.2022 17:00";"0.0";"727.8";"740.4";"100";"Ветер, дующий с севера";"7";"";"Снег, дождь";"";"Сплошная (100%) 210 м";"1.1";"0.0";
"05.03.2022 16:30";"0.0";"727.8";"740.4";"100";"Ветер, дующий с севера";"8";"";"Снег, дождь";"";"Сплошная (100%) 240 м";"1.4";"0.0";
"05.03.2022 16:00";"0.0";"728.6";"741.2";"100";"Ветер, дующий с севера";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 270 м";"2.5";"0.0";
"05.03.2022 15:30";"0.0";"728.6";"741.2";"100";"Ветер, дующий с севера";"7";"";"Снег";"";"Сплошная (100%) 240 м";"1.8";"0.0";
"05.03.2022 15:00";"0.0";"729.3";"741.9";"93";"Ветер, дующий с севера";"6";"";"Снег";"";"Сплошная (100%) 240 м";"1.8";"-1.0";
"05.03.2022 14:30";"0.0";"729.8";"742.4";"93";"Ветер, дующий с севера";"6";"";"Снег";"";"Сплошная (100%) 240 м";"1.8";"-1.0";
"05.03.2022 14:00";"0.0";"730.6";"743.2";"93";"Ветер, дующий с севера";"5";"";"Снег";"";"Сплошная (100%) 210 м";"1.8";"-1.0";
"05.03.2022 13:30";"-1.0";"730.5";"743.2";"100";"Ветер, дующий с севера";"5";"";"Снег";"";"Сплошная (100%) 210 м";"1.8";"-1.0";
"05.03.2022 13:00";"-1.0";"731.3";"744.0";"93";"Ветер, дующий с севера";"4";"";"Сильный(ая)(ые) снег";"";"Сплошная (100%) 210 м";"1.0";"-2.0";
"05.03.2022 12:30";"-2.0";"732.0";"744.7";"100";"Ветер, дующий с севера";"5";"";"Снег";"";"Сплошная (100%) 210 м";"1.8";"-2.0";
"05.03.2022 12:00";"-2.0";"732.0";"744.7";"93";"Ветер, дующий с северо-северо-запада";"4";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.2";"-3.0";
"05.03.2022 11:30";"-2.0";"732.7";"745.5";"93";"Ветер, дующий с северо-северо-запада";"4";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.3";"-3.0";
"05.03.2022 11:00";"-3.0";"733.5";"746.3";"100";"Ветер, дующий с северо-северо-запада";"3";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 210 м";"1.8";"-3.0";
"05.03.2022 10:30";"-3.0";"733.5";"746.3";"93";"Ветер, дующий с северо-северо-запада";"4";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 300 м";"1.6";"-4.0";
"05.03.2022 10:00";"-3.0";"734.2";"747.0";"93";"Ветер, дующий с северо-северо-запада";"4";"";"Снег";"";"Сплошная (100%) 300 м";"1.8";"-4.0";
"05.03.2022 09:30";"-3.0";"734.2";"747.0";"93";"Ветер, дующий с северо-северо-запада";"3";"";"Снег";"";"Сплошная (100%) 300 м";"1.3";"-4.0";
"05.03.2022 09:00";"-4.0";"734.9";"747.8";"93";"Ветер, дующий с севера";"3";"";"Снег";"";"Сплошная (100%) 300 м";"1.1";"-5.0";
"05.03.2022 08:30";"-4.0";"734.9";"747.8";"93";"Ветер, дующий с севера";"2";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 420 м";"1.3";"-5.0";
"05.03.2022 08:00";"-4.0";"734.9";"747.8";"86";"Ветер, дующий с северо-северо-запада";"3";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 780 м";"1.7";"-6.0";
"05.03.2022 07:30";"-4.0";"735.6";"748.5";"80";"Ветер, дующий с северо-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 780 м";"4.5";"-7.0";
"05.03.2022 07:00";"-4.0";"735.6";"748.5";"80";"Ветер, дующий с северо-северо-запада";"4";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 900 м";"4.5";"-7.0";
"05.03.2022 06:30";"-5.0";"736.3";"749.3";"86";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 900 м";"4.5";"-7.0";
"05.03.2022 06:00";"-5.0";"736.3";"749.3";"86";"Ветер, дующий с северо-северо-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 1200 м";"4.5";"-7.0";
"05.03.2022 05:30";"-5.0";"737.1";"750.1";"86";"Ветер, дующий с северо-северо-запада";"2";"";"Дымка";"";"Сплошная (100%) 1200 м";"4.5";"-7.0";
"05.03.2022 05:00";"-5.0";"737.1";"750.1";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Сплошная (100%) 1200 м";"4.5";"-7.0";
"05.03.2022 04:30";"-5.0";"737.8";"750.8";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Сплошная (100%) 1200 м";"4.5";"-7.0";
"05.03.2022 04:00";"-5.0";"738.6";"751.6";"80";"Переменное направление";"1";"";"Дымка";"";"Сплошная (100%) 1200 м";"4.5";"-8.0";
"05.03.2022 03:30";"-6.0";"738.5";"751.6";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Сплошная (100%) 1200 м";"4.5";"-8.0";
"05.03.2022 03:00";"-7.0";"739.2";"752.3";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"05.03.2022 02:30";"-6.0";"739.2";"752.3";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.5";"-8.0";
"05.03.2022 02:00";"-7.0";"739.2";"752.3";"86";"Ветер, дующий с северо-запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"05.03.2022 01:30";"-7.0";"740.0";"753.1";"86";"Ветер, дующий с северо-северо-запада";"3";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"05.03.2022 01:00";"-6.0";"740.0";"753.1";"80";"Ветер, дующий с северо-северо-запада";"3";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"05.03.2022 00:30";"-8.0";"740.7";"753.9";"93";"Ветер, дующий с северо-северо-запада";"3";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"05.03.2022 00:00";"-8.0";"740.7";"753.9";"86";"Ветер, дующий с северо-северо-запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.5";"-10.0";
"04.03.2022 23:30";"-8.0";"740.7";"753.9";"93";"Ветер, дующий с северо-запада";"3";"";"Дымка";"";"Нет существенной облачности";"4.5";"-9.0";
"04.03.2022 23:00";"-8.0";"741.4";"754.6";"86";"Ветер, дующий с северо-запада";"3";"";"Дымка";"";"Нет существенной облачности";"4.5";"-10.0";
"04.03.2022 22:30";"-10.0";"741.3";"754.6";"92";"Ветер, дующий с северо-запада";"4";"";"Дымка";"";"Нет существенной облачности";"4.5";"-11.0";
"04.03.2022 22:00";"-10.0";"741.3";"754.6";"85";"Ветер, дующий с северо-запада";"4";"";"Дымка";"";"Нет существенной облачности";"4.5";"-12.0";
"04.03.2022 21:30";"-11.0";"742.0";"755.4";"85";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"04.03.2022 21:00";"-9.0";"742.1";"755.4";"86";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"04.03.2022 20:30";"-7.0";"742.2";"755.4";"86";"Ветер, дующий с юго-юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"04.03.2022 20:00";"-7.0";"743.0";"756.2";"86";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"04.03.2022 19:30";"-7.0";"743.0";"756.2";"86";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"04.03.2022 19:00";"-7.0";"743.0";"756.2";"86";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"04.03.2022 18:30";"-5.0";"743.8";"756.9";"74";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
